,date,unit_sales,rolling_mean_14,year,month,day,dayofweek
186,2013-07-07,274718.253,196626.87385714287,2013,7,7,6
187,2013-07-08,199214.419,196002.03221428572,2013,7,8,0
188,2013-07-09,166980.202,197132.19435714287,2013,7,9,1
189,2013-07-10,168503.43,196003.05471428574,2013,7,10,2
190,2013-07-11,149459.987,195141.33185714282,2013,7,11,3
191,2013-07-12,169658.027,194873.72821428571,2013,7,12,4
192,2013-07-13,233364.266,195001.82092857145,2013,7,13,5
193,2013-07-14,236538.184,199201.7567857143,2013,7,14,6
194,2013-07-15,184880.988,201692.91064285714,2013,7,15,0
195,2013-07-16,179816.762,204613.6947857143,2013,7,16,1
196,2013-07-17,176501.136,207209.279,2013,7,17,2
197,2013-07-18,149853.168,208357.07385714285,2013,7,18,3
198,2013-07-19,170903.764,209720.96992857143,2013,7,19,4
199,2013-07-20,234392.494,211099.87678571427,2013,7,20,5
200,2013-07-21,234081.133,210214.57685714285,2013,7,21,6
201,2013-07-22,182236.273,211763.85985714284,2013,7,22,0
202,2013-07-23,168174.458,212286.39978571425,2013,7,23,1
203,2013-07-24,167995.552,212814.5825,2013,7,24,2
204,2013-07-25,152376.174,213560.85521428572,2013,7,25,3
205,2013-07-26,169624.02,213161.71778571428,2013,7,26,4
206,2013-07-27,226027.725,210262.9889285714,2013,7,27,5
207,2013-07-28,232355.733,205735.3525,2013,7,28,6
208,2013-07-29,173781.147,202088.1995714286,2013,7,29,0
209,2013-07-30,167061.518,199848.16964285713,2013,7,30,1
210,2013-07-31,188347.795,197459.68792857142,2013,7,31,2
211,2013-08-01,213040.267,195921.55514285716,2013,8,1,3
212,2013-08-02,213504.514,194268.36471428574,2013,8,2,4
213,2013-08-03,273747.503,192484.64857142858,2013,8,3,5
214,2013-08-04,280343.442,189581.99714285714,2013,8,4,6
215,2013-08-05,217199.308,188369.27242857145,2013,8,5,0
216,2013-08-06,183862.003,188454.57642857145,2013,8,6,1
217,2013-08-07,187921.181,188418.29942857142,2013,8,7,2
218,2013-08-08,156367.929,188626.5985,2013,8,8,3
219,2013-08-09,180083.815,188624.16942857142,2013,8,9,4
220,2013-08-10,215132.611,188100.1307857143,2013,8,10,5
221,2013-08-11,226797.059,187801.38428571427,2013,8,11,6
222,2013-08-12,176856.598,187008.5385,2013,8,12,0
223,2013-08-13,163198.689,186097.44964285713,2013,8,13,1
224,2013-08-14,176780.05,186943.63957142856,2013,8,14,2
225,2013-08-15,161334.383,191457.00378571427,2013,8,15,3
226,2013-08-16,191634.652,194499.91449999998,2013,8,16,4
227,2013-08-17,230432.174,197310.98657142857,2013,8,17,5
228,2013-08-18,242612.494,200615.43721428575,2013,8,18,6
229,2013-08-19,186060.891,203112.79685714285,2013,8,19,0
230,2013-08-20,176020.897,204233.33578571427,2013,8,20,1
231,2013-08-21,177525.654,205656.595,2013,8,21,2
232,2013-08-22,154027.628,205941.72035714285,2013,8,22,3
233,2013-08-23,181435.441,206688.84857142856,2013,8,23,4
234,2013-08-24,218459.942,205910.62614285713,2013,8,24,5
235,2013-08-25,237415.993,205513.578,2013,8,25,6
236,2013-08-26,182193.903,205733.25307142857,2013,8,26,0
237,2013-08-27,163390.682,205457.33671428572,2013,8,27,1
238,2013-08-28,174439.659,204631.06921428573,2013,8,28,2
239,2013-08-29,155248.017,200937.79178571427,2013,8,29,3
240,2013-08-30,193553.059,199375.6587857143,2013,8,30,4
241,2013-08-31,286744.699,196281.7067142857,2013,8,31,5
242,2013-09-01,363859.867,193586.639,2013,9,1,6
243,2013-09-02,252897.263,191362.46635714287,2013,9,2,0
244,2013-09-03,215192.631,190802.38735714284,2013,9,3,1
245,2013-09-04,220780.554,190059.84971428572,2013,9,4,2
246,2013-09-05,179385.245,189892.68535714288,2013,9,5,3
247,2013-09-06,184501.841,189989.2300714286,2013,9,6,4
248,2013-09-07,292380.476,190226.89657142857,2013,9,7,5
249,2013-09-08,330931.585,190985.39185714285,2013,9,8,6
250,2013-09-09,206572.388,191366.62792857146,2013,9,9,0
251,2013-09-10,162668.799,191380.34171428572,2013,9,10,1
252,2013-09-11,174313.494,191213.17092857143,2013,9,11,2
253,2013-09-12,148100.385,190778.43050000002,2013,9,12,3
254,2013-09-13,173302.39,190915.45957142857,2013,9,13,4
255,2013-09-14,262767.386,194937.7827857143,2013,9,14,5
256,2013-09-15,303463.354,203598.30942857143,2013,9,15,6
257,2013-09-16,200209.952,208372.33599999998,2013,9,16,0
258,2013-09-17,167671.01,211170.317,2013,9,17,1
259,2013-09-18,168815.32,214259.95271428573,2013,9,18,2
260,2013-09-19,145906.981,216071.21107142858,2013,9,19,3
261,2013-09-20,181093.862,216290.23964285714,2013,9,20,4
262,2013-09-21,258934.669,221570.27778571428,2013,9,21,5
263,2013-09-22,287031.443,228249.96292857142,2013,9,22,6
264,2013-09-23,194037.181,229991.28328571428,2013,9,23,0
265,2013-09-24,162413.177,229939.7202142857,2013,9,24,1
266,2013-09-25,169430.595,229930.70842857144,2013,9,25,2
267,2013-09-26,144544.238,229420.16328571428,2013,9,26,3
268,2013-09-27,174951.616,227973.68692857143,2013,9,27,4
269,2013-09-28,268438.587,226261.0217142857,2013,9,28,5
270,2013-09-29,314075.384,221946.9850714286,2013,9,29,6
271,2013-09-30,194562.033,218183.60571428575,2013,9,30,0
272,2013-10-01,242248.994,214789.20421428574,2013,10,1,1
273,2013-10-02,235677.099,211077.4017857143,2013,10,2,2
274,2013-10-03,189503.976,208686.09721428572,2013,10,3,3
275,2013-10-04,213691.526,208442.67014285715,2013,10,4,4
276,2013-10-05,315615.855,206053.68392857144,2013,10,5,5
277,2013-10-06,347002.706,202917.95950000003,2013,10,6,6
278,2013-10-07,202579.133,202022.5875714286,2013,10,7,0
279,2013-10-08,169828.791,202004.32885714286,2013,10,8,1
280,2013-10-09,174456.428,201655.55035714287,2013,10,9,2
281,2013-10-10,150898.799,201401.53985714287,2013,10,10,3
282,2013-10-11,216317.441,201519.34171428572,2013,10,11,4
283,2013-10-12,236797.041,201924.42750000002,2013,10,12,5
284,2013-10-13,268781.968,202682.4296428571,2013,10,13,6
285,2013-10-14,173211.523,202279.00685714287,2013,10,14,0
286,2013-10-15,156453.368,207606.0057142857,2013,10,15,1
287,2013-10-16,190556.734,212381.84707142858,2013,10,16,2
288,2013-10-17,173118.108,215495.91814285718,2013,10,17,3
289,2013-10-18,175914.819,217824.3227142857,2013,10,18,4
290,2013-10-19,277596.222,221872.97885714285,2013,10,19,5
291,2013-10-20,314315.857,226156.6405,2013,10,20,6
292,2013-10-21,185567.917,226766.7799285714,2013,10,21,0
293,2013-10-22,155574.631,227296.46664285715,2013,10,22,1
294,2013-10-23,178526.47,227655.4547142857,2013,10,23,2
295,2013-10-24,149790.908,228109.35192857144,2013,10,24,3
296,2013-10-25,174042.971,231064.05371428575,2013,10,25,4
297,2013-10-26,252585.51,228803.94328571428,2013,10,26,5
298,2013-10-27,292156.926,225568.69928571428,2013,10,27,6
299,2013-10-28,180261.223,224043.66285714283,2013,10,28,0
300,2013-10-29,155053.003,217915.40385714287,2013,10,29,1
301,2013-10-30,171198.714,214692.52064285713,2013,10,30,2
302,2013-10-31,157374.353,213522.10149999996,2013,10,31,3
303,2013-11-01,220156.568,210823.7652857143,2013,11,1,4
304,2013-11-02,317120.578,208108.07721428573,2013,11,2,5
305,2013-11-03,365923.317,205773.30228571428,2013,11,3,6
306,2013-11-04,231852.932,204558.21542857145,2013,11,4,0
307,2013-11-05,210792.889,203540.06114285713,2013,11,5,1
308,2013-11-06,217050.116,203830.77842857144,2013,11,6,2
309,2013-11-07,195634.825,203751.64335714284,2013,11,7,3
310,2013-11-08,199393.833,200732.03835714285,2013,11,8,4
311,2013-11-09,295660.19,201859.78614285713,2013,11,9,5
312,2013-11-10,351170.337,203529.42599999998,2013,11,10,6
313,2013-11-11,202081.331,204032.976,2013,11,11,0
314,2013-11-12,217232.078,203932.9499285714,2013,11,12,1
315,2013-11-13,183129.981,202550.2342142857,2013,11,13,2
316,2013-11-14,152839.988,201425.6802857143,2013,11,14,3
317,2013-11-15,196423.964,204585.8052142857,2013,11,15,4
318,2013-11-16,300150.208,207408.9735,2013,11,16,5
319,2013-11-17,341845.464,211095.22064285717,2013,11,17,6
320,2013-11-18,212135.515,214401.29314285712,2013,11,18,0
321,2013-11-19,176919.997,218345.45442857145,2013,11,19,1
322,2013-11-20,198338.848,221097.14342857143,2013,11,20,2
323,2013-11-21,158950.656,224371.70892857146,2013,11,21,3
324,2013-11-22,190590.193,226182.48478571424,2013,11,22,4
325,2013-11-23,277213.623,229259.24764285717,2013,11,23,5
326,2013-11-24,327055.315,233474.4912857143,2013,11,24,6
327,2013-11-25,201663.099,235033.07042857146,2013,11,25,0
328,2013-11-26,180773.761,239474.43292857145,2013,11,26,1
329,2013-11-27,191483.014,240326.6662857143,2013,11,27,2
330,2013-11-28,160652.648,240002.78307142857,2013,11,28,3
331,2013-11-29,200360.184,238307.59707142858,2013,11,29,4
332,2013-11-30,304130.1,237095.4277857143,2013,11,30,5
333,2013-12-01,417991.533,235375.58114285715,2013,12,1,6
334,2013-12-02,286339.713,233967.19421428573,2013,12,2,0
335,2013-12-03,239391.081,231547.70192857142,2013,12,3,1
336,2013-12-04,233604.715,230211.18278571428,2013,12,4,2
337,2013-12-05,203505.695,227590.88499999998,2013,12,5,3
338,2013-12-06,262485.955,226962.0535714286,2013,12,6,4
339,2013-12-07,300972.377,225644.44164285713,2013,12,7,5
340,2013-12-08,339150.199,223921.94007142857,2013,12,8,6
341,2013-12-09,241506.497,223892.0663571429,2013,12,9,0
342,2013-12-10,226232.883,221287.90085714287,2013,12,10,1
343,2013-12-11,243657.049,221884.54607142857,2013,12,11,2
344,2013-12-12,210166.857,222442.59321428573,2013,12,12,3
345,2013-12-13,248205.012,222723.75178571427,2013,12,13,4
346,2013-12-14,307204.368,223008.02978571426,2013,12,14,5
347,2013-12-15,370495.591,228447.03471428572,2013,12,15,6
348,2013-12-16,291406.673,233747.33457142857,2013,12,16,0
349,2013-12-17,266165.418,238209.55485714282,2013,12,17,1
350,2013-12-18,292669.52,240728.54535714287,2013,12,18,2
351,2013-12-19,268829.715,243911.04814285715,2013,12,19,3
352,2013-12-20,287619.011,249046.4597142857,2013,12,20,4
353,2013-12-21,378614.815,250743.51357142857,2013,12,21,5
354,2013-12-22,390248.918,251607.43385714287,2013,12,22,6
355,2013-12-23,441238.876,254453.39085714283,2013,12,23,0
356,2013-12-24,308525.576,257700.47099999996,2013,12,24,1
357,2013-12-26,247653.242,261427.18778571425,2013,12,26,3
358,2013-12-27,246254.849,264963.917,2013,12,27,4
359,2013-12-28,277737.994,268381.4047142857,2013,12,28,5
360,2013-12-29,267423.222,268600.9952857143,2013,12,29,6
361,2013-12-30,325572.877,265208.428,2013,12,30,0
362,2013-12-31,245851.506,265570.3537142857,2013,12,31,1
363,2014-01-02,454623.7492,267482.80635714286,2014,1,2,3
364,2014-01-03,390921.66359999997,271701.721,2014,1,3,4
365,2014-01-04,558225.808,276367.72242857143,2014,1,4,5
366,2014-01-05,577707.941,278162.9407142857,2014,1,5,6
367,2014-01-06,336957.471,283708.82914285717,2014,1,6,0
368,2014-01-07,306688.9024,287358.73764285713,2014,1,7,1
369,2014-01-08,374192.1913,301625.33614285715,2014,1,8,2
370,2014-01-09,280435.2231,307503.3856428572,2014,1,9,3
371,2014-01-10,315242.6245,307788.82800000004,2014,1,10,4
372,2014-01-11,455964.245,310366.5417142857,2014,1,11,5
373,2014-01-12,507938.91,312476.04042857146,2014,1,12,6
374,2014-01-13,306436.772,309634.52999999997,2014,1,13,0
375,2014-01-14,272132.2922,306425.76471428573,2014,1,14,1
376,2014-01-15,320974.542,303171.8242142857,2014,1,15,2
377,2014-01-16,278559.0324,316633.13358571427,2014,1,16,3
378,2014-01-17,311771.7493,323651.14384285716,2014,1,17,4
379,2014-01-18,454384.415,344322.29334285716,2014,1,18,5
380,2014-01-19,511658.695,365042.9312,2014,1,19,6
381,2014-01-20,322606.205,362067.4066285714,2014,1,20,0
382,2014-01-21,287608.2558,356098.83408571425,2014,1,21,1
383,2014-01-22,312773.471,351309.7851785714,2014,1,22,2
384,2014-01-23,254498.0667,349303.33139999997,2014,1,23,3
385,2014-01-24,298116.4527,354131.1444357143,2014,1,24,4
386,2014-01-25,416799.738,369110.3870071428,2014,1,25,5
387,2014-01-26,484780.943,385553.3095785714,2014,1,26,6
388,2014-01-27,293207.508,388339.9917214285,2014,1,27,0
389,2014-01-28,252230.2979,384522.80709285714,2014,1,28,1
390,2014-01-29,279751.2539,389888.7382357143,2014,1,29,2
391,2014-01-30,245032.2599,377312.6870357143,2014,1,30,3
392,2014-01-31,314599.4141,371659.1217285714,2014,1,31,4
393,2014-02-01,359003.843,364241.8793714285,2014,2,1,5
394,2014-02-02,347914.932,359524.0760857143,2014,2,2,6
395,2014-02-03,248675.827,358498.9856571429,2014,2,3,0
396,2014-02-04,212740.61,357136.0823285715,2014,2,4,1
397,2014-02-05,222748.187,352749.03087857144,2014,2,5,2
398,2014-02-06,195118.5689,350896.37685,2014,2,6,3
399,2014-02-07,215237.1506,349673.0788642857,2014,2,7,4
400,2014-02-08,288709.994,346875.61407857144,2014,2,8,5
401,2014-02-09,291912.018,345221.4735785714,2014,2,9,6
402,2014-02-10,214780.584,344276.52615,2014,2,10,0
403,2014-02-11,190911.333,342854.9551285714,2014,2,11,1
404,2014-02-12,218115.699,339910.43454999995,2014,2,12,2
405,2014-02-13,185759.6251,337515.66508571425,2014,2,13,3
406,2014-02-14,194920.339,337717.64114285714,2014,2,14,4
407,2014-02-15,299723.789,330904.74314285716,2014,2,15,5
408,2014-02-16,349557.297,319208.76007142855,2014,2,16,6
409,2014-02-17,225091.598,313928.0187857143,2014,2,17,0
410,2014-02-18,197138.174,308580.3298,2014,2,18,1
411,2014-02-19,194649.394,302149.9523714286,2014,2,19,2
412,2014-02-20,172836.1247,297908.5596714286,2014,2,20,3
413,2014-02-21,200975.2375,291988.6095214286,2014,2,21,4
414,2014-02-22,303630.518,282839.3420928572,2014,2,22,5
415,2014-02-23,279895.546,269062.99030714284,2014,2,23,6
416,2014-02-24,215983.005,263461.0671642857,2014,2,24,0
417,2014-02-25,186634.194,259081.14110000004,2014,2,25,1
418,2014-02-26,185339.347,254678.60146428572,2014,2,26,2
419,2014-02-27,166479.7177,250444.84183571427,2014,2,27,3
420,2014-02-28,214891.5435,241896.3364714286,2014,2,28,4
421,2014-03-01,466975.344,237662.0469,2014,3,1,5
422,2014-03-02,378817.037,237779.35868571425,2014,3,2,6
423,2014-03-03,377563.713,236094.77090000003,2014,3,3,0
424,2014-03-04,486721.0118,234980.3111857143,2014,3,4,1
425,2014-03-05,404282.3287,232973.25454285715,2014,3,5,2
426,2014-03-06,325030.6012,231381.6513857143,2014,3,6,3
427,2014-03-07,327308.6827,230362.94330714285,2014,3,7,4
428,2014-03-08,427084.849,231428.69502142858,2014,3,8,5
429,2014-03-09,565554.577,230570.37559285713,2014,3,9,6
430,2014-03-10,318134.857,230656.26280714286,2014,3,10,0
431,2014-03-11,293221.3185,230350.7528785714,2014,3,11,1
432,2014-03-12,325569.1909,228009.5848785714,2014,3,12,2
433,2014-03-13,248616.8892,226632.44863571427,2014,3,13,3
434,2014-03-14,286304.7482,228058.9632428571,2014,3,14,4
435,2014-03-15,402405.745,240005.50288571426,2014,3,15,5
436,2014-03-16,585996.36,242095.4843142857,2014,3,16,6
437,2014-03-17,336071.403,252986.34967142856,2014,3,17,0
438,2014-03-18,277349.9214,273670.83808571426,2014,3,18,1
439,2014-03-19,329708.3471,288644.61913571425,2014,3,19,2
440,2014-03-20,266605.1377,299515.65317142854,2014,3,20,3
441,2014-03-21,303154.8138,308539.4706857143,2014,3,21,4
442,2014-03-22,436575.275,317357.63718571427,2014,3,22,5
443,2014-03-23,515029.277,337761.8536857143,2014,3,23,6
444,2014-03-24,312253.275,345058.41454285715,2014,3,24,0
445,2014-03-25,291836.053,352671.78057857143,2014,3,25,1
446,2014-03-26,319645.3178,362688.198,2014,3,26,2
447,2014-03-27,246431.721,368555.1388214286,2014,3,27,3
448,2014-03-28,299572.28,373656.08201428567,2014,3,28,4
449,2014-03-29,474919.809,369043.9677999999,2014,3,29,5
450,2014-03-30,537973.928,383842.49087142857,2014,3,30,6
451,2014-03-31,356731.278,380878.7544428571,2014,3,31,0
452,2014-04-01,266655.37,365923.67655714287,2014,4,1,1
453,2014-04-02,262539.9,360596.9635857143,2014,4,2,2
454,2014-04-03,210212.2436,356423.7161928572,2014,4,3,3
455,2014-04-04,234077.961,354698.43984285713,2014,4,4,4
456,2014-04-05,360499.643,355376.32741428574,2014,4,5,5
